Ident	IATA	GridLevel	StationType	Latitude	Longitude	MapworldX	MapworldY	FullName	State
KD38	D38	6	1	42.909	-77.324	0	0	CANANDAIGUA	NY
KD39	D39	6	1	45.708	-94.934	0	0	SAUK CENTRE MUN	MN
KD41	D41	6	1	48.461	-96.863	0	0	STEPHEN MUN	MN
KD42	D42	6	1	44.233	-94.999	0	0	SPRINGFIELD MUN	MN
KD43	D43	6	1	42.92	-77.243	0	0	HOPEWELL	NY
KD45	D45	5	1	48.917	-95.333	0	0		
KD46	D46	6	1	43.062	-78.662	0	0	POTOCZAK	NY
KD48	D48	6	1	42.53	-76.964	0	0	DUNDEE FLYING CLUB	NY
KD49	D49	6	1	48.899	-102.794	0	0	COLUMBUS MUN	ND
KD50	D50	6	1	48.93	-103.298	0	0	CROSBY MUN	ND
KD51	D51	6	1	43.067	-78.683	0	0	CLARENCE	NY
KD52	D52	6	1	42.799	-77.843	0	0	GENESEO	NY
KD54	D54	6	1	46.903	-96.919	0	0	WEST FARGO UTILITY	ND
KD55	D55	6	1	48.753	-98.394	0	0	ROBERTSON	ND
KD56	D56	6	1	47.477	-97.335	0	0	MAYVILLE MUN	ND
KD57	D57	6	1	46.813	-101.862	0	0	GLEN ULLIN MUN	ND
KD58	D58	6	1	45.417	-101.085	0	0	TIMBER LAKE MUN	SD
KD59	D59	6	1	42.505	-78.951	0	0	GOWANDA	NY
KD60	D60	6	1	48.383	-102.9	0	0	TIOGA MUN	ND
KD61	D61	6	1	48.358	-100.393	0	0	TOWNER MUN	ND
KD64	D64	6	1	48.914	-101.035	0	0	WESTHOPE MUN	ND
KD65	D65	6	1	43.437	-98.398	0	0	CORSICA MUN	SD
KD67	D67	6	1	42.917	-77.382	0	0	CREEKSIDE	NY
KD70	D70	6	1	42.948	-77.602	0	0	HONEOYE FALLS	NY
KD73	D73	6	1	33.782	-83.696	0	0	MONROE-WALTON CO	GA
KD74	D74	6	1	38.849	-75.614	0	0	CHORMAN	DE
KD77	D77	6	1	42.923	-78.612	0	0	LANCASTER	NY
KD79	D79	6	1	42.269	-79.482	0	0	DART	NY
KD80	D80	6	1	43.321	-78.729	0	0	OLCOTT-NEWFANE	NY
KD81	D81	6	1	47.827	-96.258	0	0	RED LAKE FALLS MUN	MN
KD82	D82	6	1	42.655	-76.798	0	0	OVID	NY
KD85	D85	6	1	42.155	-79.017	0	0	RANDOLPH	NY
KD87	D87	6	1	45.426	-84.914	0	0	HARBOR SPRINGS	MI
KD88	D88	6	1	42.151	-79.686	0	0	PRATT'S EASTERN DIVIDE	NY
KD90	D90	6	1	44.925	-85.067	0	0	MANCELONA MUN	MI
KD91	D91	6	1	43.17	-77.818	0	0	SPENCERPORT	NY
KD93	D93	6	1	42.851	-76.852	0	0	AIRTREK	NY
KD95	D95	6	1	43.068	-83.274	0	0	DUPONT-LAPEER	MI
KD98	D98	6	1	42.798	-82.978	0	0	ROMEO STATE	MI
KDAA	DAA	6	1	38.715	-77.181	0	0	DAVISON AAF	VA
KDAB	DAB	4	1	29.182	-81.058	0	0	DAYTONA BEACH INTL	FL
KDAF	DAF	6	1	44.034	-90.086	0	0	NECEDAH	WI
KDAG	DAG	1	1	34.855	-116.787	0	0	BARSTOW-DAGGETT	CA
KDAL	DAL	5	1	32.849	-96.853	0	0	DALLAS LOVE	TX
KDAN	DAN	5	1	36.574	-79.336	0	0	DANVILLE REGL	VA
KDAW	DAW	6	1	43.286	-70.93	0	0	SKYHAVEN	NH
KDAY	DAY	4	1	39.904	-84.221	0	0	COX-DAYTON INTL	OH
KDBN	DBN	6	1	32.565	-82.988	0	0	BARRON	GA
KDBQ	DBQ	1	1	42.405	-90.709	0	0	DUBUQUE REGL	IA
KDCA	DCA	1	1	38.853	-77.04	0	0	RONALD REAGAN WASHINGTON NATL	VA
KDCR	DCR	6	1	40.838	-84.865	0	0	DECATUR HI-WAY	IN
KDCU	DCU	6	1	34.654	-86.946	0	0	PRYOR REGL	AL
KDCY	DCY	6	1	38.702	-87.13	0	0	DAVIESS CO	IN
KDDC	DDC	4	1	37.764	-99.967	0	0	DODGE CITY REGL	KS
KDDH	DDH	6	1	42.893	-73.247	0	0	MORSE STATE	VT
KDDJ	DDJ	6	1	33.146	-96.853	0	0	FRISCO	TX
KDEC	DEC	4	1	39.836	-88.867	0	0	DECATUR	IL
KDED	DED	6	1	29.067	-81.286	0	0	DE LAND MUN-TAYLOR	FL
KDEH	DEH	6	1	43.278	-91.741	0	0	DECORAH MUN	IA
KDEN	DEN	1	1	39.859	-104.668	0	0	DENVER INTL	CO
KDEQ	DEQ	6	1	34.047	-94.401	0	0	HELMS SEVIER CO	AR
KDET	DET	1	1	42.409	-83.011	0	0	DETROIT CITY	MI
KDEW	DEW	6	1	47.969	-117.427	0	0	DEER PARK	WA
KDFI	DFI	6	1	41.338	-84.431	0	0	DEFIANCE MEML	OH
KDFW	DFW	1	1	32.897	-97.04	0	0	DALLAS-FT WORTH INTL	TX
KDGL	DGL	6	1	31.344	-109.507	0	0	DOUGLAS MUN	AZ
KDGW	DGW	6	1	42.798	-105.387	0	0	CONVERSE CO	WY
KDHN	DHN	3	1	31.323	-85.451	0	0	DOTHAN REGL	AL
KDHT	DHT	3	1	36.024	-102.55	0	0	DALHART MUN	TX
KDIK	DIK	2	1	46.798	-102.804	0	0	DICKINSON MUN	ND
KDKB	DKB	6	1	41.934	-88.711	0	0	DE KALB TAYLOR MUN	IL
KDKK	DKK	6	1	42.493	-79.273	0	0	CHAUTAUQUA CO/DUNKIRK	NY
KDKX	DKX	6	1	35.966	-83.874	0	0	KNOXVILLE-DOWNTOWN I	TN
KDLC	DLC	6	1	34.451	-79.371	0	0	DILLON CO	SC
KDLF	DLF	6	1	29.36	-100.778	0	0	LAUGHLIN AFB	TX
KDLH	DLH	1	1	46.843	-92.194	0	0	DULUTH INTL	MN
KDLL	DLL	6	1	43.522	-89.772	0	0	BARABOO WISCONSIN DELLS	WI
KDLN	DLN	5	1	45.256	-112.553	0	0	DILLON	MT
KDLO	DLO	6	1	35.746	-119.238	0	0	DELANO MUN	CA
KDLS	DLS	4	1	45.621	-121.168	0	0	COLUMBIA GORGE REGL/THE DALLES	OR
KDLZ	DLZ	6	1	40.282	-83.116	0	0	DELAWARE MUN	OH
KDMA	DMA	6	1	32.167	-110.884	0	0	DAVIS-MONTHAN AFB	AZ
KDMN	DMN	2	1	32.263	-107.721	0	0	DEMING MUN	NM
KDMO	DMO	6	1	38.709	-93.176	0	0	SEDALIA MEML	MO
KDNL	DNL	6	1	33.469	-82.041	0	0	DANIEL	GA
KDNN	DNN	6	1	34.722	-84.871	0	0	DALTON MUN	GA
KDNS	DNS	6	1	41.987	-95.382	0	0	DENISON MUN	IA
KDNV	DNV	4	1	40.2	-87.598	0	0	VERMILION CO	IL
KDOV	DOV	4	1	39.13	-75.467	0	0	DOVER AFB	DE
KDPA	DPA	6	1	41.909	-88.249	0	0	DU PAGE	IL
KDPG	DPG	5	1	40.202	-112.94	0	0	MICHAEL AAF	UT
KDPL	DPL	6	1	35.001	-77.982	0	0	DUPLIN CO	NC
KDPR	DPR	5	1	45.083	-101.717	0	0		
KDQH	DQH	6	1	31.478	-82.861	0	0	DOUGLAS MUN	GA
KDRA	DRA	3	1	36.621	-116.011	0	0		
KDRI	DRI	6	1	30.833	-93.341	0	0	BEAUREGARD PARISH	LA
KDRO	DRO	3	1	37.153	-107.755	0	0	DURANGO-LA PLATA CO	CO
KDRT	DRT	1	1	29.373	-100.925	0	0	DEL RIO INTL	TX
KDRU	DRU	6	1	46.623	-113.206	0	0	DRUMMOND	MT
KDSM	DSM	1	1	41.537	-93.662	0	0	DES MOINES INTL	IA
KDSV	DSV	6	1	42.572	-77.716	0	0	DANSVILLE MUN	NY
KDTA	DTA	5	1	39.385	-112.512	0	0	DELTA MUN	UT
KDTG	DTG	6	1	41.136	-88.443	0	0	DWIGHT	IL
KDTL	DTL	4	1	46.827	-95.887	0	0	DETROIT LAKES	MN
KDTN	DTN	6	1	32.541	-93.747	0	0	SHREVEPORT DOWNTOWN	LA
KDTO	DTO	6	1	33.202	-97.2	0	0	DENTON MUN	TX
KDTS	DTS	6	1	30.401	-86.472	0	0	DESTIN-FT WALTON BEACH	FL
KDTW	DTW	5	1	42.213	-83.351	0	0	DETROIT METRO WAYNE CO	MI
KDUA	DUA	5	1	33.943	-96.395	0	0	EAKER	OK
KDUC	DUC	6	1	34.471	-97.961	0	0	HALLIBURTON	OK
KDUG	DUG	1	1	31.47	-109.604	0	0	BISBEE DOUGLAS INTL	AZ
KDUJ	DUJ	4	1	41.18	-78.899	0	0	DU BOIS-JEFFERSON CO	PA
KDUX	DUX	6	1	35.859	-102.013	0	0	MOORE CO	TX
KDVC	DVC	5	1	37.817	-108.933	0	0		
KDVK	DVK	6	1	37.579	-84.772	0	0	POWELL	KY
KDVL	DVL	3	1	48.115	-98.91	0	0	DEVILS LAKE MUN	ND
KDVN	DVN	6	1	41.613	-90.591	0	0	DAVENPORT MUN	IA
KDVO	DVO	6	1	38.145	-122.56	0	0	GNOSS	CA
KDVT	DVT	6	1	33.691	-112.083	0	0	PHOENIX-DEER VALLEY MUN	AZ
KDWH	DWH	6	1	30.064	-95.553	0	0	HOOKS MEML	TX
KDWU	DWU	6	1	38.555	-82.74	0	0	ASHLAND-BOYD CO	KY
KDXE	DXE	6	1	36.78	-89.942	0	0	DEXTER MUN	MO
KDXR	DXR	4	1	41.373	-73.484	0	0	DANBURY MUN	CT
KDXX	DXX	6	1	44.987	-96.18	0	0	MADISON-LAC QUI PARLE CO	MN
KDYB	DYB	6	1	33.064	-80.281	0	0	SUMMERVILLE	SC
KDYL	DYL	6	1	40.336	-75.123	0	0	DOYLESTOWN	PA
KDYR	DYR	4	1	36	-89.408	0	0	DYERSBURG MUN	TN
KDYS	DYS	6	1	32.423	-99.856	0	0	DYESS AFB	TX
KDYT	DYT	6	1	46.724	-92.044	0	0	SKY HARBOR	MN
KE01	E01	6	1	31.585	-102.91	0	0	HURD MEML	TX
KE03	E03	5	1	34.267	-109.983	0	0		
KE04	E04	6	1	32.458	-103.242	0	0	LEA CO	NM
KE05	E05	6	1	32.659	-107.19	0	0	HATCH MUN	NM
KE06	E06	6	1	32.954	-103.41	0	0	LEA CO-FRANKLIN MEML	NM
KE07	E07	6	1	33.262	-103.279	0	0	LEA CO	NM
KE11	E11	6	1	32.331	-102.53	0	0	ANDREWS CO	TX
KE13	E13	6	1	31.416	-102.364	0	0	CRANE CO	TX
KE14	E14	6	1	32.411	-111.22	0	0	MARANA NORTHWEST REGL	AZ
KE15	E15	6	1	33.112	-98.555	0	0	GRAHAM MUN	TX
KE16	E16	6	1	41.6	-88.78	0	0	LELAND	IL
KE19	E19	6	1	36.235	-101.434	0	0	GRUVER MUN	TX
KE24	E24	6	1	33.813	-109.988	0	0	WHITERIVER	AZ
KE25	E25	6	1	33.969	-112.8	0	0	WICKENBURG MUN	AZ
KE26	E26	6	1	32.132	-103.157	0	0	LEA CO	NM
KE29	E29	6	1	30.587	-100.651	0	0	SONORA MUN	TX
KE30	E30	6	1	31.675	-99.978	0	0	BRUCE	TX
KE32	E32	6	1	36.292	-107.057	0	0	LINDRITH	NM
KE34	E34	6	1	34.912	-100.87	0	0	CLARENDON MUN	TX
KE35	E35	6	1	31.517	-106.149	0	0	FABENS	TX
KE37	E37	6	1	32.848	-109.882	0	0	FLYING J RANCH	AZ
KE38	E38	6	1	30.385	-103.686	0	0	ALPINE-CASPARIS MUN	TX
KE40	E40	6	1	35.653	-81.359	0	0	WILSON'S	NC
KE41	E41	6	1	31.2	-101.475	0	0	REAGAN CO	TX
KE42	E42	6	1	36.222	-101.195	0	0	SPEARMAN MUN	TX
KE48	E48	6	1	31.126	-102.227	0	0	UPTON CO	TX
KE51	E51	6	1	34.596	-113.172	0	0	BAGDAD	AZ
KE52	E52	6	1	35.232	-102.401	0	0	OLDHAM CO	TX
KE54	E54	6	1	32.337	-109.474	0	0	BOWIE	AZ
KE57	E57	6	1	32.976	-102.844	0	0	DENVER CITY	TX
KE60	E60	6	1	32.808	-111.588	0	0	ELOY MUN	AZ
KE63	E63	6	1	32.959	-112.68	0	0	GILA BEND MUN	AZ
KE67	E67	6	1	33.048	-110.91	0	0	KEARNY	AZ
KE68	E68	6	1	33.086	-112.162	0	0	ESTRELLA SAILPORT	AZ
KE74	E74	4	1	32.87	-109.631	0	0		
KE77	E77	6	1	32.637	-110.648	0	0	SAN MANUEL	AZ
KE78	E78	6	1	31.934	-111.895	0	0	SELLS	AZ
KE80	E80	6	1	34.647	-106.834	0	0	ALEXANDER MUN	NM
KE81	E81	6	1	33.278	-111.128	0	0	SUPERIOR MUN	AZ
KE89	E89	6	1	35.367	-104.19	0	0	CONCHAS STATE PARK	NM
KE90	E90	6	1	35.968	-107.647	0	0	PUEBLO PINTADO	NM
KE91	E91	6	1	36.111	-109.577	0	0	CHINLE MUN	AZ
KE92	E92	6	1	34.764	-106.042	0	0	ESTANCIA MUN	NM
KE94	E94	6	1	33.353	-108.868	0	0	GLENWOOD-CATRON CO	NM
KE95	E95	6	1	32	-110.358	0	0	BENSON MUN	AZ
KE97	E97	6	1	35.357	-103.44	0	0	UTE DAM	NM
KE98	E98	6	1	34.76	-106.746	0	0	MID VALLEY	NM
KEAG	EAG	6	1	42.711	-93.916	0	0	EAGLE GROVE MUN	IA
KEAN	EAN	6	1	42.058	-104.935	0	0	PHIFER	WY
KEAR	EAR	5	1	40.728	-99.008	0	0	KEARNEY MUN	NE
KEAT	EAT	4	1	47.401	-120.208	0	0	PANGBORN MEML	WA
KEAU	EAU	3	1	44.868	-91.486	0	0	CHIPPEWA VALLEY REGL	WI
KEBS	EBS	6	1	42.439	-93.871	0	0	WEBSTER CITY MUN	IA
KECG	ECG	4	1	36.261	-76.176	0	0	ELIZABETH CITY CGAS/MUN	NC
KECS	ECS	6	1	43.887	-104.319	0	0	MONDELL	WY
KEDE	EDE	6	1	36.03	-76.568	0	0	NORTHEASTERN REGL	NC
KEDG	EDG	6	1	39.393	-76.293	0	0	WEIDE AAF	MD
KEDN	EDN	6	1	31.3	-85.901	0	0	ENTERPRISE MUN	AL
KEDW	EDW	5	1	34.907	-117.885	0	0	EDWARDS AFB	CA
KEED	EED	2	1	34.767	-114.625	0	0	NEEDLES	CA
KEEN	EEN	4	1	42.899	-72.273	0	0	DILLANT-HOPKINS	NH
KEEO	EEO	6	1	40.051	-107.887	0	0	MEEKER	CO
KEET	EET	6	1	33.178	-86.785	0	0	SHELBY CO	AL
KEFC	EFC	6	1	44.735	-103.862	0	0	BELLE FOURCHE MUN	SD
KEFD	EFD	6	1	29.608	-95.16	0	0	ELLINGTON	TX
KEFK	EFK	5	1	44.89	-72.232	0	0	NEWPORT STATE	VT
KEFT	EFT	6	1	42.617	-89.593	0	0	MONROE MUN	WI
KEFW	EFW	6	1	42.012	-94.343	0	0	JEFFERSON MUN	IA
KEGE	EGE	4	1	39.643	-106.92	0	0	EAGLE CO REGL	CO
KEGI	EGI	6	1	30.654	-86.525	0	0	EGLIN AF AUX NO 3 DUKE	FL
KEGQ	EGQ	6	1	43.103	-94.707	0	0	EMMETSBURG MUN	IA
KEGT	EGT	6	1	37.327	-97.388	0	0	WELLINGTON MUN	KS
KEGV	EGV	6	1	45.933	-89.271	0	0	EAGLE RIVER UNION	WI
KEHA	EHA	6	1	37.004	-101.884	0	0	ELKHART-MORTON CO	KS
KEHO	EHO	6	1	35.256	-81.602	0	0	SHELBY MUN	NC
KEHR	EHR	6	1	37.809	-87.685	0	0	HENDERSON CITY-CO	KY
KEIW	EIW	6	1	36.536	-89.602	0	0	COUNTY MEML	MO
KEKA	EKA	5	1	40.804	-124.113	0	0	MURRAY	CA
KEKM	EKM	4	1	41.721	-86.002	0	0	ELKHART MUN	IN
KEKN	EKN	4	1	38.889	-79.859	0	0	ELKINS-RANDOLPH CO	WV
KEKO	EKO	1	1	40.827	-115.792	0	0	ELKO MUN-HARRIS	NV
KEKQ	EKQ	6	1	36.855	-84.856	0	0	WAYNE CO	KY
KEKX	EKX	6	1	37.687	-85.925	0	0	ADDINGTON	KY
KEKY	EKY	6	1	33.314	-86.927	0	0	BESSEMER	AL
KELA	ELA	6	1	29.6	-96.322	0	0	EAGLE LAKE	TX
KELD	ELD	3	1	33.221	-92.815	0	0	SOUTH ARKANSAS REGL AT GOODWIN	AR
KELK	ELK	6	1	35.432	-99.395	0	0	ELK CITY MUN	OK
KELM	ELM	4	1	42.162	-76.892	0	0	ELMIRA/CORNING REGL	NY
KELN	ELN	6	1	47.035	-120.532	0	0	BOWERS	WA
KELO	ELO	5	1	47.825	-91.832	0	0	ELY MUN	MN
KELP	ELP	1	1	31.807	-106.378	0	0	EL PASO INTL	TX
KELY	ELY	2	1	39.302	-114.844	0	0	ELY	NV
KELZ	ELZ	6	1	42.11	-77.993	0	0	WELLSVILLE MUN/TARANTINE	NY
KEMM	EMM	6	1	41.827	-110.561	0	0	KEMMERER MUN	WY
KEMP	EMP	4	1	38.334	-96.192	0	0	EMPORIA MUN	KS
KEMT	EMT	6	1	34.088	-118.036	0	0	EL MONTE	CA
KEMV	EMV	6	1	36.689	-77.483	0	0	EMPORIA-GREENSVILLE REGL	VA
KEND	END	5	1	36.341	-97.918	0	0	VANCE AFB	OK
KENL	ENL	6	1	38.516	-89.094	0	0	CENTRALIA MUN	IL
KENV	ENV	3	1	40.719	-114.033	0	0	WENDOVER	UT
KENW	ENW	6	1	42.597	-87.928	0	0	KENOSHA REGL	WI
KEOK	EOK	6	1	40.462	-91.43	0	0	KEOKUK MUN	IA
KEOP	EOP	6	1	39.169	-82.929	0	0	PIKE CO	OH
KEOS	EOS	6	1	36.813	-94.392	0	0	NEOSHO ROBINSON	MO
KEPG	EPG	6	1	40.868	-96.11	0	0	BROWNS	NE
KEPH	EPH	4	1	47.308	-119.516	0	0	EPHRATA MUN	WA
KEPM	EPM	6	1	44.911	-67.014	0	0	EASTPORT MUN	ME
KEQA	EQA	6	1	37.776	-96.819	0	0	CAPT THOMAS/EL DORADO	KS
KEQY	EQY	6	1	35.021	-80.622	0	0	MONROE	NC
KERI	ERI	2	1	42.083	-80.177	0	0	ERIE INTL	PA
KERR	ERR	6	1	44.793	-71.165	0	0	ERROL	NH
KERV	ERV	6	1	29.977	-99.087	0	0	KERRVILLE MUN-SCHREINER	TX
KERY	ERY	6	1	46.312	-85.458	0	0	LUCE CO	MI
KESC	ESC	5	1	45.724	-87.095	0	0	DELTA CO	MI
KESF	ESF	1	1	31.397	-92.298	0	0	ALEXANDRIA ESLER REGL	LA
KESN	ESN	6	1	38.804	-76.07	0	0	EASTON/NEWNAM	MD
KEST	EST	6	1	43.409	-94.747	0	0	ESTHERVILLE MUN	IA
KESW	ESW	6	1	47.255	-121.19	0	0	EASTON STATE	WA
KETB	ETB	6	1	43.424	-88.129	0	0	WEST BEND MUN	WI
KETC	ETC	6	1	35.939	-77.549	0	0	TARBORO-EDGECOMBE	NC
KETH	ETH	6	1	45.782	-96.545	0	0	WHEATON MUN	MN
KETN	ETN	6	1	32.415	-98.81	0	0	EASTLAND MUN	TX
KEUF	EUF	6	1	31.953	-85.129	0	0	WEEDON	AL
KEUG	EUG	2	1	44.125	-123.219	0	0	MAHLON SWEET	OR
KEUL	EUL	6	1	43.644	-116.638	0	0	CALDWELL INDUSTRIAL	ID
KEVB	EVB	6	1	29.058	-80.949	0	0	NEW SMYRNA BEACH MUN	FL
KEVM	EVM	6	1	47.426	-92.5	0	0	EVELETH-VIRGINIA MUN	MN
KEVU	EVU	6	1	40.354	-94.918	0	0	MARYVILLE MEML	MO
KEVV	EVV	2	1	38.04	-87.531	0	0	EVANSVILLE REGL	IN
KEVW	EVW	5	1	41.277	-111.033	0	0	EVANSTON-UINTA CO BURNS	WY
KEVY	EVY	6	1	39.521	-75.722	0	0	SUMMIT	DE
KEWB	EWB	4	1	41.676	-70.959	0	0	NEW BEDFORD REGL	MA
KEWK	EWK	6	1	38.058	-97.277	0	0	NEWTON CITY CO	KS
KEWN	EWN	4	1	35.075	-77.044	0	0	CRAVEN CO REGL	NC
KEWR	EWR	4	1	40.693	-74.172	0	0	NEWARK INTL	NJ
KEXX	EXX	6	1	35.781	-80.305	0	0	DAVIDSON CO	NC
KEYE	EYE	6	1	39.832	-86.296	0	0	EAGLE CREEK	IN
KEYQ	EYQ	6	1	29.938	-95.642	0	0	WEISER	TX
KEYW	EYW	2	1	24.556	-81.761	0	0	KEY WEST INTL	FL
KEZF	EZF	6	1	38.268	-77.449	0	0	SHANNON	VA
KEZI	EZI	6	1	41.207	-89.966	0	0	KEWANEE MUN	IL
KEZM	EZM	6	1	32.215	-83.13	0	0	HEART OF GEORGIA REGL	GA
KEZZ	EZZ	6	1	39.728	-94.279	0	0	CAMERON MEML	MO
KF00	F00	6	1	33.612	-96.181	0	0	JONES	TX
KF01	F01	6	1	34.278	-99.76	0	0	QUANAH MUN	TX
KF02	F02	6	1	45.727	-107.601	0	0	FAIRGROUNDS	MT
KF04	F04	6	1	32.864	-97.378	0	0	SAGINAW	TX
KF05	F05	6	1	34.227	-99.285	0	0	WILBARGER CO	TX
KF06	F06	6	1	34.846	-100.197	0	0	MARIAN	TX
KF08	F08	6	1	35.297	-95.628	0	0	EUFAULA MUN	OK
KF09	F09	6	1	34.513	-99.43	0	0	OLUSTEE MUN	OK
KF10	F10	6	1	35.409	-96.016	0	0	HENRYETTA MUN	OK
KF12	F12	6	1	32.142	-94.852	0	0	RUSK CO	TX
KF13	F13	6	1	26.969	-81.916	0	0	SHELL CREEK AIRPARK	FL
KF14	F14	6	1	33.95	-98.617	0	0	WICHITA VALLEY	TX
KF17	F17	6	1	31.833	-94.157	0	0	CENTER MUN	TX
KF18	F18	6	1	32.355	-97.435	0	0	CLEBURNE MUN	TX
KF21	F21	6	1	34.741	-100.532	0	0	MEMPHIS MUN	TX
KF22	F22	6	1	36.386	-97.28	0	0	PERRY MUN	OK
KF23	F23	6	1	32.454	-98.683	0	0	RANGER MUN	TX
KF24	F24	6	1	32.648	-93.298	0	0	MINDEN-WEBSTER	LA
KF28	F28	6	1	35.474	-98.007	0	0	EL RENO MUN	OK
KF29	F29	6	1	35.488	-97.825	0	0	PAGE MUN	OK
KF30	F30	6	1	34.525	-96.99	0	0	SULPHUR MUN	OK
KF31	F31	6	1	33.994	-96.645	0	0	LAKE TEXOMA STATE PARK	OK
KF32	F32	6	1	34.25	-97.474	0	0	HEALDTON MUN	OK
KF35	F35	6	1	32.925	-98.439	0	0	POSSUM KINGDOM	TX
KF36	F36	6	1	35.305	-98.968	0	0	CORDELL MUN	OK
KF37	F37	6	1	27.514	-81.881	0	0	WAUCHULA MUN	FL
KF39	F39	6	1	33.716	-96.674	0	0	GRAYSON CO	TX
KF41	F41	6	1	32.332	-96.664	0	0	ENNIS MUN	TX
KF43	F43	6	1	33.195	-92.665	0	0	DOWNTOWN	AR
KF44	F44	6	1	32.166	-95.829	0	0	ATHENS MUN	TX
KF45	F45	6	1	26.846	-80.222	0	0	NORTH PALM BEACH CO GEN AVN	FL
KF46	F46	6	1	32.931	-96.437	0	0	ROCKWALL MUN	TX
KF47	F47	6	1	29.648	-84.918	0	0	ST GEORGE ISLAND	FL
KF48	F48	6	1	33.775	-97.738	0	0	NOCONA	TX
KF49	F49	6	1	33.486	-101.662	0	0	SLATON MUN	TX
KF50	F50	6	1	31.927	-97.365	0	0	LAKE WHITNEY STATE PARK	TX
KF51	F51	6	1	32.941	-95.281	0	0	WINNSBORO MUN	TX
KF53	F53	6	1	33.216	-95.24	0	0	FRANKLIN CO	TX
KF55	F55	6	1	32.447	-97.817	0	0	GRANBURY MUN	TX
KF56	F56	6	1	32.912	-99.735	0	0	ARLEDGE	TX
KF61	F61	6	1	34.713	-97.226	0	0	PAULS VALLEY MUN	OK
KF62	F62	6	1	33.906	-94.848	0	0	IDABEL	OK
KF66	F66	6	1	32.558	-96.866	0	0	CARROLL	TX
KF68	F68	6	1	35.055	-98.263	0	0	ANADARKO MUN	OK
KF69	F69	6	1	33.025	-96.837	0	0	AIRPARK-DALLAS	TX
KF70	F70	6	1	33.578	-117.13	0	0	FRENCH VALLEY	CA
KF75	F75	6	1	33.439	-99.814	0	0	HARRISON	TX
KF78	F78	6	1	32.574	-97.873	0	0	HORSESHOE BEND	TX
KF80	F80	6	1	34.401	-96.153	0	0	ATOKA MUN	OK
KF81	F81	6	1	35.43	-96.288	0	0	OKEMAH	OK
KF82	F82	6	1	33.486	-101.814	0	0	TOWN AND COUNTRY	TX
KF83	F83	6	1	33.847	-101.764	0	0	ABERNATHY MUN	TX
KF84	F84	6	1	35.291	-95.099	0	0	STIGLER MUN	OK
KF85	F85	6	1	33.73	-102.736	0	0	COCHRAN	TX
KF86	F86	6	1	32.124	-92.054	0	0	COLUMBIA	LA
KF87	F87	6	1	32.726	-92.339	0	0	FARMERVILLE	LA
KF88	F88	6	1	32.202	-92.734	0	0	JONESBORO MUN	LA
KF89	F89	6	1	32.156	-91.701	0	0	WINNSBORO MUN	LA
KF91	F91	6	1	35.546	-98.67	0	0	STAFFORD	OK
KF92	F92	6	1	35.875	-97.951	0	0	KINGFISHER	OK
KF95	F95	6	1	30.487	-85.114	0	0	CALHOUN CO	FL
KF97	F97	6	1	32.951	-102.536	0	0	SEAGRAVES	TX
KF98	F98	6	1	33.216	-102.836	0	0	YOAKUM CO	TX
KF99	F99	6	1	35.086	-96.417	0	0	HOLDENVILLE MUN	OK
KFAF	FAF	6	1	37.135	-76.61	0	0	FELKER AAF	VA
KFAM	FAM	5	1	37.764	-90.43	0	0	FARMINGTON REGL	MO
KFAR	FAR	1	1	46.921	-96.817	0	0	HECTOR INTL	ND
KFAT	FAT	1	1	36.777	-119.719	0	0	FRESNO YOSEMITE INTL	CA
KFAY	FAY	4	1	34.992	-78.88	0	0	FAYETTEVILLE REGL/GRANNIS	NC
KFBG	FBG	6	1	35.134	-78.938	0	0	SIMMONS AAF	NC
KFBL	FBL	6	1	44.327	-93.313	0	0	FARIBAULT MUN	MN
KFBR	FBR	6	1	41.394	-110.408	0	0	FT BRIDGER	WY
KFBY	FBY	6	1	40.185	-97.17	0	0	FAIRBURY MUN	NE
KFCA	FCA	3	1	48.312	-114.256	0	0	GLACIER PARK INTL	MT
KFCH	FCH	6	1	36.734	-119.821	0	0	FRESNO-CHANDLER DOWNTOWN	CA
KFCI	FCI	6	1	37.408	-77.527	0	0	CHESTERFIELD CO	VA
KFCL	FCL	5	1	40.433	-105.017	0	0		
KFCM	FCM	6	1	44.827	-93.459	0	0	FLYING CLOUD	MN
KFCS	FCS	6	1	38.682	-104.762	0	0	BUTTS AAF	CO
KFCT	FCT	6	1	46.668	-120.457	0	0	VAGABOND AAF	WA
KFCY	FCY	6	1	34.942	-90.777	0	0	FORREST CITY MUN	AR
KFDK	FDK	6	1	39.418	-77.376	0	0	FREDERICK MUN	MD
KFDR	FDR	6	1	34.354	-98.986	0	0	FREDERICK MUN	OK
KFDW	FDW	6	1	34.317	-81.111	0	0	FAIRFIELD CO	SC
KFDY	FDY	4	1	41.015	-83.669	0	0	FINDLAY	OH
KFEP	FEP	6	1	42.248	-89.582	0	0	ALBERTUS	IL
KFES	FES	6	1	38.197	-90.387	0	0	FESTUS MEML	MO
KFET	FET	6	1	41.451	-96.522	0	0	FREMONT MUN	NE
KFFA	FFA	6	1	36.02	-75.673	0	0	FIRST FLIGHT	NC
KFFC	FFC	6	1	33.357	-84.572	0	0	PEACHTREE CITY-FALCON	GA
KFFL	FFL	6	1	41.056	-91.979	0	0	FAIRFIELD MUN	IA
KFFM	FFM	4	1	46.287	-96.157	0	0	FERGUS FALLS MUN-MICKELSON	MN
